,ID,LOC_ID,TR_N,PROJECT,SAMPLING_DATE,DEPTH,PH,SCARBON,SCEC,SNH4,SNO3,SLNI,SLON,SBDM,SRD,SPOR,WCF,GWCST,GWCFC,GWC1B,GWCWP,WCST,WCFC,WC1B,WCWP,SMACROP,SMESOP,SMICROP,SAND,SILT,CLAY,STC,DEPTH_range,SSKS,WCAD
67,VVMES3MADRI,VVME,S3,MADRI,07/21/2014,20,5.55,8.9,5.94,4.290666667,1.6074,2200,2198.3926,1.477259221,2.703015408,45.3497936,29.13171547,34.25263872,28.70538715,26.09917773,24.40793203,50.50695857,42.3302065,38.48291596,35.98974982,3.019587098,6.340456682,35.98974982,10.69255729,52.39809369,36.90934902,SiClLo,0_20,5.868154272,6.089668
68,VVMES3MADRI,VVME,S3,MADRI,07/21/2014,20,4.93,5.5,4.02,4.290666667,1.1946,1800,1798.8054,1.472241269,2.719103768,45.85663936,27.94575658,34.88835387,27.79893017,25.27995605,23.61989218,51.27506719,40.87291446,37.17452048,34.74303517,4.983724903,6.129879286,34.74303517,9.369926948,47.35693994,43.27313312,SiCl,20_40,6.383361096,7.831196436
69,VVMES3MADRI,VVME,S3,MADRI,07/21/2014,20,4.92,4.8,4.03,4.290666667,2.3127,1900,1897.6873,1.500991014,2.737985773,45.1793385,27.83936216,33.58725398,28.03446143,25.63838275,23.82768218,50.40987198,42.08054578,38.48736808,35.76664135,3.098792727,6.313904427,35.76664135,15.84785251,40.94914911,43.20299838,SiCl,40_60,5.968452545,10.3762292
70,VVMES2MADRI,VVME,S2,MADRI,03/04/2014,20,5.1,12.1,8.32,1.54,2.25,3700,3696.21,1.17,2.65,55.92,34,45.83,37.24,32.42,28.75,53.57,43.51,37.92,33.58,12.4,9.93,33.58,11.772,49.737,38.491,SiClLo,0_20,12.01320965,9.266316895
71,VVMES2MADRI,VVME,S2,MADRI,03/04/2014,20,5.14,6,7.18,1.32,2.09,2700,2696.59,1.38,2.65,48.08,27.55,41.39,29.92,26.55,24.58,56.91,41.21,36.58,33.82,6.87,7.39,33.82,13.159,48.405,38.436,SiClLo,20_40,10.91080169,7.995711623
72,VVMES2MADRI,VVME,S2,MADRI,03/04/2014,20,5.17,6.3,7.1,2.6,2.73,2200,2194.67,1.31,2.65,50.42,27.95,39.59,30.29,26.58,24.56,51.98,39.76,34.87,32.19,10.67,7.57,32.19,6.718,49.737,43.545,SiCl,40_60,9.38602605,7.537805838
73,VVMES1MADRII,VVME,S1,MADRII,05/05/2015,20,5.68,17.84,5.05,7.525,7.804,1200.889,1185.56,1.501320274,2.571373487,41.61407193,26.93211114,31.89057577,27.37324549,27.28014895,24.62474936,47.87796795,41.09600842,40.95624071,36.96963545,0.51806351,4.126372968,36.96963545,25.42313117,42.81684465,31.76002418,ClLo,0_20,6.916727614,9.426134932
74,VVMES1MADRII,VVME,S1,MADRII,05/05/2015,20,5.51,17.893,4.77,6.589,2.341,953.095,944.165,1.478437205,2.602596146,43.19375263,29.19372948,31.62831682,29.20225693,28.25713108,27.7284291,46.76048032,43.17370311,41.77639389,40.99474122,0.020049513,2.178961899,40.99474122,27.83999193,37.83292978,34.32707829,ClLo,20_40,7.150875957,12.06402027
75,VVMES1MADRII,VVME,S1,MADRII,05/05/2015,20,5.2,15.691,4.62,6.254,2.888,861.671,852.529,1.585060963,2.64987795,40.1836238,26.30463014,28.389123,25.31075243,24.49577271,23.92329914,44.99849065,40.11908563,38.82729308,37.91988758,0.064538175,2.199198045,37.91988758,30.305937,35.33925687,34.35480614,ClLo,40_60,7.024623792,11.3275245
76,VVMES2MADRII,VVME,S2,MADRII,10/27/2015,20,5.34,13.383,6.1,4.875,3.638,1759.384,1750.871,1.44458543,2.738481675,47.24867277,26.69433133,35.63631296,28.80634223,25.38129229,24.58077203,51.47969847,41.61322226,36.66544503,35.50902512,5.635450515,6.104197138,35.50902512,11.12350436,55.3386737,33.53782194,SiClLo,0_20,6.655288909,4.942233219
77,VVMES2MADRII,VVME,S2,MADRII,10/27/2015,20,4.6,7.16,4.73,4.324,4.272,1444.029,1435.433,1.464743982,2.726027397,46.2681856,27.89671992,32.95557438,28.5758098,25.75138009,25.02555715,48.27147923,41.85624542,37.719179,36.65603422,4.411940176,5.200211203,36.65603422,11.19554205,41.3627153,47.44174265,SiCl,20_40,5.31969905,10.41347056
78,VVMES2MADRII,VVME,S2,MADRII,10/27/2015,20,4.56,5.034,4.28,4.573,3.142,1366.784,1359.069,1.546998107,2.761642743,43.98268526,25.42641111,29.64115188,26.33671937,23.94394774,22.88214687,45.85480587,40.74285503,37.04124183,35.3986379,3.239830236,5.34421713,35.3986379,23.84475071,44.41122821,31.74402108,ClLo,40_60,8.010519376,8.489937061
79,VVMES1MADRI,VVME,S1,MADRI,05/23/2013,20,5.39,11.4978,7,8.488,0.395,1378.354,1369.471,1.475580477,2.676406132,44.86487879,45.36230983,51.37011647,29.02458202,24.23987145,21.34245834,75.81922469,42.81869655,35.76786701,31.48076603,2.046182239,11.33793052,31.48076603,22.60821197,44.49838188,32.89340615,ClLo,0_20,8.010157198,9.321139119
80,VVMES1MADRI,VVME,S1,MADRI,05/23/2013,20,4.63,7.6177,6.7,1.565,4.285,1076.64,1070.79,1.476131686,2.700285919,45.33676488,39.24807659,53.27905352,28.64958635,24.32831824,19.1858516,78.64923722,42.27895923,35.87176762,28.32807426,3.057805647,13.95088497,28.32807426,28.04325956,39.23541247,32.72132797,ClLo,20_40,9.984441822,11.28131422
81,VVMES1MADRI,VVME,S1,MADRI,05/23/2013,20,4.62,7.0715,7.8,1.835,2.736,1129.823,1125.252,1.403128443,2.705701776,48.14165977,43.80197352,56.51407595,32.86367204,27.13486118,22.57270839,79.29607074,46.11109484,38.07675197,31.6785524,2.030564934,14.43254244,31.6785524,32.99254633,31.7284448,35.27900886,ClLo,40_60,10.98594164,16.34469635
